reaction,FC,p,q,enrichment,changed
NDPK4,-1.0,0.0,0.0,-1,1
NDPK6,1.0,0.0,0.0,1,1
NDPK6m,-666.07731169472,0.0,0.0,-1,1
NDPK8,1.0,0.0,0.0,1,1
NEU21,21.909354153051673,0.0,0.0,1,1
NEU23,9.169468975205932,0.0,0.0,1,1
NEU24,17.217460718749127,0.0,0.0,1,1
NH4t,-175.34472692959878,3.4059967341600814e-286,5.098997067773899e-286,-1,1
NH4t3r,-250.04768422393357,5.318760661816324e-227,7.62909732429279e-227,-1,1
NH4tm,218.95233446027947,1.476364542563226e-97,1.8606571253062074e-97,1,1
NH4tp,1.0,0.0,0.0,1,1
NICRNtr,-741.6710801166303,9.691515433227226e-110,1.241877605765298e-109,-1,1
NKCC2t,-262.43855152535417,0.0,0.0,-1,1
NKCCt,-233.62150056281078,2.378637707353e-312,3.61761003206e-312,-1,1
NMNAT,-700.7243350776768,1.6022936229377296e-44,1.8413940233560788e-44,-1,1
NMNDA,700.7243350776772,1.6022936229377296e-44,1.8413940233560788e-44,1,1
NNDPR,40.26875664470301,6.940834932452105e-90,8.652480266147519e-90,1,1
NTD10,73.80448228916514,0.0,0.0,1,1
NTD1m,-1.0,0.0,0.0,-1,1
NTD2,269.9620297837417,0.0,0.0,1,1
NTD5m,191.05201400109834,0.0,0.0,1,1
NTD7,295.816820747034,3.1682132882618906e-07,3.285607544763235e-07,1,1
NTD9,71.15844589797838,0.0,0.0,1,1
NaKt_1,-1.0,0.0,0.0,-1,1
O2St,-946.1756993934332,3.042740004182204e-08,3.161198872611208e-08,-1,1
O2Stm,549.5347681798479,1.5818384838992494e-101,2.0057012820711477e-101,1,1
O2Stx,80.39810812839303,0.0,0.0,1,1
O2t,900.4553584180924,2.730594245482165e-28,3.030325818849888e-28,1,1
O2ter,-46.43740409833892,1.913210671452109e-237,2.7649990497371474e-237,-1,1
O2tm,690.4855669227788,1.0915917613597424e-05,1.127961770518059e-05,1,1
O2tp,118.33412553728209,5.3277331105170406e-48,6.181571025599903e-48,1,1
OAAt_1,-523.9995202509214,0.0,0.0,-1,1
OBDHc,388.6063307858969,0.0,0.0,1,1
OCBTm,219.00381092792247,7.39394789512448e-72,8.926412635092415e-72,1,1
OCCOAtm,-1.0,0.0,0.0,-1,1
OCD11COACPT1_1,0.0,1.0,1.0,0,0
OCDCAt,351.3221718338475,1.2921449704726963e-111,1.666932381807104e-111,1,1
OCDCEAt,547.4643578805997,0.0,0.0,1,1
OCTDECCPT1,0.0,1.0,1.0,0,0
ODECRNtr,12.061204793330434,0.0,0.0,1,1
ORNDC,69.85739039294174,0.0,0.0,1,1
ORNTArm,25.39606808062527,4.146142039578868e-54,4.86472187159177e-54,1,1
ORNt,624.0065809732276,1.5860009962863472e-134,2.1112948297431363e-134,1,1
ORNt3m,78.56915259031287,6.969070055089962e-108,8.915281926661907e-108,1,1
ORNt4m,-229.42134729934418,1.6742141653587323e-106,2.1405690860714712e-106,-1,1
OROT5Ptr,40.932466714527834,0.0,0.0,1,1
ORPT,40.93246671452743,0.0,0.0,1,1
P5CDm,-1.0,0.0,0.0,-1,1
PAFABCt,12.470257836224711,0.0,0.0,1,1
PAFt,12.470257836224704,0.0,0.0,1,1
PAIL45P_HStn,-372.1852554748124,0.0,0.0,-1,1
PAIL4P_HStn,-47.26736011174443,1.457602784730744e-243,2.1158750100930158e-243,-1,1
PAIL_HStn,419.4526155865611,0.0,0.0,1,1
PAIL_hs_SECt,134.65894725802553,0.0,0.0,1,1
PAPStg,37.3589127872285,0.0,0.0,1,1
PAPtg,37.35891278722888,0.0,0.0,1,1
PA_HSter,143.31996534456894,0.0,0.0,1,1
PA_HStg,-123.64692582494317,0.0,0.0,-1,1
PA_HStm,-39.67668853341711,0.0,0.0,-1,1
PCHLN225_HSABCt,11.951620292127995,0.0,0.0,1,1
PCHLN225_HSt1e,11.951620292128009,0.0,0.0,1,1
PCHOL2LINL_HSABCt,5.324379915736795,0.0,0.0,1,1
PCHOL2LINL_HSt1e,5.3243799157367935,0.0,0.0,1,1
PCHOL2OLE_HSABCt,11.927302943466573,0.0,0.0,1,1
PCHOL2OLE_HSt1e,11.927302943466575,0.0,0.0,1,1
PCHOL2STE_HSABCt,10.041221719573937,0.0,0.0,1,1
PCHOL2STE_HSt1e,10.041221719573937,0.0,0.0,1,1
PCHOLAR_HSABCt,7.320959455445321,0.0,0.0,1,1
PCHOLAR_HSt1e,7.320959455445331,0.0,0.0,1,1
PCHOLDOC_HSABCt,8.732205037782048,0.0,0.0,1,1
PCHOLDOC_HSt1e,8.732205037782045,0.0,0.0,1,1
PCHOLEIC_HSABCt,14.620307258757922,0.0,0.0,1,1
PCHOLEIC_HSt1e,14.620307258758002,0.0,0.0,1,1
PCHOLET_HSABCt,8.529768466102404,0.0,0.0,1,1
PCHOLET_HSt1e,8.529768466102396,0.0,0.0,1,1
PCHOLHEP_HSABCt,20.525416715170127,0.0,0.0,1,1
PCHOLHEP_HSt1e,20.525416715170127,0.0,0.0,1,1
PCHOLLINL_HSABCt,7.68115965438047,0.0,0.0,1,1
PCHOLLINL_HSt1e,7.681159654380472,0.0,0.0,1,1
PCHOLMYR_HsABCt,14.02471216353498,0.0,0.0,1,1
PCHOLMYR_Hst1e,14.024712163534954,0.0,0.0,1,1
PCHOLN15_HSABCt,6.361375169142697,0.0,0.0,1,1
PCHOLN15_HSt1e,6.361375169142697,0.0,0.0,1,1
PCHOLN1836_HSABCt,12.526499841084341,0.0,0.0,1,1
PCHOLN1836_HSt1e,12.526499841084341,0.0,0.0,1,1
PCHOLN183_HSABCt,8.827542153988507,0.0,0.0,1,1
PCHOLN183_HSt1e,8.8275421539885,0.0,0.0,1,1
PCHOLN19_HSABCt,11.380331339941385,0.0,0.0,1,1
PCHOLN19_HSt1e,11.380331339941385,0.0,0.0,1,1
PCHOLN201_HSABCt,15.956356854693038,0.0,0.0,1,1
PCHOLN201_HSt1e,15.956356854693038,0.0,0.0,1,1
PCHOLN203_HSABCt,6.710270675235801,0.0,0.0,1,1
PCHOLN203_HSt1e,6.71027067523581,0.0,0.0,1,1
PCHOLN204_HSABCt,10.19169301758027,0.0,0.0,1,1
PCHOLN204_HSt1e,10.191693017580272,0.0,0.0,1,1
PCHOLN205_HSABCt,11.594264321364017,0.0,0.0,1,1
PCHOLN205_HSt1e,11.594264321364019,0.0,0.0,1,1
PCHOLN224_HSABCt,21.68453603308395,0.0,0.0,1,1
PCHOLN224_HSt1e,21.684536033083944,0.0,0.0,1,1
PCHOLN2254_HSABCt,8.950704492112118,0.0,0.0,1,1
PCHOLN2254_HSt1e,8.950704492112079,0.0,0.0,1,1
PCHOLN225_HSABCt,9.474786705851054,0.0,0.0,1,1
PCHOLN225_HSt1e,9.474786705851049,0.0,0.0,1,1
PCHOLN264_HSABCt,11.522361347667529,0.0,0.0,1,1
PCHOLN264_HSt1e,11.522361347667532,0.0,0.0,1,1
PCHOLOLE_HSABCt,15.161107261687285,0.0,0.0,1,1
PCHOLOLE_HSt1e,15.161107261687285,0.0,0.0,1,1
PCHOLPALME_HSABCt,12.171434838225782,0.0,0.0,1,1
PCHOLPALME_HSt1e,12.171434838225782,0.0,0.0,1,1
PCHOLPg_hs,123.64692582494507,0.0,0.0,1,1
PCHOLPm_hs,39.7273892783157,0.0,0.0,1,1
PCHOLPr_hs,507.62745123987213,0.0,0.0,1,1
PCHOLSTE_HSABCt,13.569462650378494,0.0,0.0,1,1
PCHOLSTE_HSt1e,13.569462650378494,0.0,0.0,1,1
PCHOL_HSter,507.62745123987236,0.0,0.0,1,1
PCHOL_HStg,123.64692582494403,0.0,0.0,1,1
PCRNtm,-73.48138069941399,0.0,0.0,-1,1
PCt,19.372605674638415,0.0,0.0,1,1
PDHm,-1.0,0.0,0.0,-1,1
PDXPP,39.98915600050701,1.5141792219224034e-177,2.0997228485268376e-177,1,1
PEPALM_HSASBCt,9.085119303258114,0.0,0.0,1,1
PEPALM_HSt1e,9.085119303258114,0.0,0.0,1,1
PEPCK_re,-1.0,0.0,0.0,-1,1
PEPCKm,-1.0,0.0,0.0,-1,1
PEPtr,-873.1784106155526,0.0,0.0,-1,1
PETOHMm_hs,39.727389278315734,0.0,0.0,1,1
PE_HStm,39.72738927831592,0.0,0.0,1,1
PEt,40.20776460500442,0.0,0.0,1,1
PFK,165.5135696349093,4.4050768771360105e-18,4.739639677931151e-18,1,1
PFK26,-1.0,0.0,0.0,-1,1
PGI,-384.94924037294425,2.6939327692004903e-48,3.1272512419398715e-48,-1,1
PGK,-851.4590598955218,0.0,0.0,-1,1
PGLYCt,-0.6418171081031908,0.0,0.0,0,0
PGLYCtm,0.6561391616064591,1.269310553972161e-61,1.50779902762221e-61,0,0
PGLc,-1.0,0.0,0.0,-1,1
PGM,1.0,0.0,0.0,1,1
PHCDm,-1.0,0.0,0.0,-1,1
PHCHGSm,-1.0,0.0,0.0,-1,1
PHEt2m,-47.11182363524396,0.0,0.0,-1,1
PHEtec,-1.0,0.0,0.0,-1,1
PI45P4P,38.77756412675226,0.0,0.0,1,1
PI45P5Pn,208.92667790607126,0.0,0.0,1,1
PI45PLC,381.64332478079444,0.0,0.0,1,1
PI4P4Pn,161.65931779433512,0.0,0.0,1,1
PI4P5K,48.23563343273558,0.0,0.0,1,1
PI4PLC,107.95832352659808,0.0,0.0,1,1
PIK4,108.9265968475925,0.0,0.0,1,1
PIPLC,45.63775318700076,0.0,0.0,1,1
PIt,936.3530885861371,3.183898771e-314,4.845522334e-314,1,1
PIt2r,-816.2179834061618,1.2169340874898888e-143,1.6303933046055427e-143,-1,1
PIt7,-939.9064190093313,0.0,0.0,-1,1
PIt9,1.0,0.0,0.0,1,1
PItg,177.66143245868525,0.0,0.0,1,1
PItn,-791.6378710613302,0.0,0.0,-1,1
PMTCRNtr,-1.0,9.134976413736297e-126,1.2007314358261626e-125,-1,1
PPASMCT1,1.0,0.0,0.0,1,1
PPAer,83.0233400728775,0.0,0.0,1,1
PPAm,211.01671525758047,2.529553479526401e-118,3.2947362290085647e-118,1,1
PPAtr,168.7047465847338,4.0660830919911046e-47,4.705829902228737e-47,1,1
PPCOAtm,-49.750392752353434,7.969763456935227e-47,9.209771970627566e-47,-1,1
PPItm,211.00016515683657,4.4017018933952624e-74,5.328009412100278e-74,1,1
PPItr,-463.40527010515046,1.9639935039866535e-132,2.5964084629316646e-132,-1,1
PRDX,71.47365209598873,3.827420009052391e-167,5.26298916763046e-167,1,1
PROSTGE2t,472.45976855468376,0.0,0.0,1,1
PROSTGE2t2m,-120.7223768505979,0.0,0.0,-1,1
PROSTGF2t,175.25737786336774,0.0,0.0,1,1
PROt4_2_r,-171.71855722422524,0.033253124816560224,0.034069607791966834,-1,1
PSHSABCtc,17.26529104322868,0.0,0.0,1,1
PSSA1_hs,-860.2474705611161,0.0,0.0,-1,1
PSt3,877.2438523329204,0.0,0.0,1,1
PTDCACRNCPT1,4.876042367573771,7.1128978872759734e-68,8.546649555653591e-68,1,1
PTDCACRNCPT2,4.876042367573621,7.1128978872759734e-68,8.546649555653591e-68,1,1
PTDCACRNt,-210.74555574314985,0.0,0.0,-1,1
PTDCAt,20.851284808360365,3.3580249316788982e-80,4.1058429505610394e-80,1,1
PTRCAT1,80.97773786667258,0.0,0.0,1,1
PTRCtex2,-12.184460556985204,0.0,0.0,-1,1
PYDAMK,24.813679437157074,0.0,0.0,1,1
PYDXK,107.45811864395006,4.8878146754685455e-17,5.251654812827861e-17,1,1
PYDXNK,39.989156000508764,1.5141792219224034e-177,2.0997228485268376e-177,1,1
PYDXPP,-1.0,0.0,0.0,-1,1
PYK,522.8672909958487,0.0,0.0,1,1
PYK2,148.1524148753299,1.1381990209488563e-63,1.3619221861718587e-63,1,1
PYK3,-1.0,0.0,0.0,-1,1
PYK4,201.47501911953842,9.623755032161114e-258,1.4148954387450196e-257,1,1
PYK6,1.0,0.0,0.0,1,1
PYRSMCT1,1.0,0.0,0.0,1,1
Q10H2e,710.0070604289249,3.4081594308883767e-100,4.302379479586812e-100,1,1
QUILSYN,40.167576846935134,1.918531618192692e-247,2.7902598629608547e-247,1,1
QULNtr,1.0,0.0,0.0,1,1
RBK,83.10040141092055,0.0,0.0,1,1
RE0549C,-36.11868739977264,0.0,0.0,-1,1
RE0569E,458.3119185602633,0.0,0.0,1,1
RE0577C,-102.57626446973848,7.844864182954565e-155,1.0716644821357576e-154,-1,1
RE0578C,-91.1090784211991,2.273588556073783e-85,2.800797496612631e-85,-1,1
RE0915E,-574.9310144205522,2.5116988010361783e-63,2.9960232579927387e-63,-1,1
RE0926E,-574.9310144205522,2.5116988010361783e-63,2.9960232579927387e-63,-1,1
RE0935E,-574.9310144205606,2.5116988010361783e-63,2.9960232579927387e-63,-1,1
RE0944E,-574.9310144205612,2.5116988010361783e-63,2.9960232579927387e-63,-1,1
RE0958C,-1.0,0.0,0.0,-1,1
RE1441R_1,43.61227499130356,0.0,0.0,1,1
RE1447N_1,-581.1119333808772,0.0,0.0,-1,1
RE1448N_1,-581.1119333808781,0.0,0.0,-1,1
RE1448R_1,43.61227499130355,0.0,0.0,1,1
RE1518M,-444.53522850340283,7.8580359170637845e-25,8.575460023614544e-25,-1,1
RE1520M,9.77694927837343,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1521M,9.77694927837332,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1522M,9.776949278373428,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1525M,9.776949278373419,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1526M,9.776949278373364,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1527M,9.776949278373417,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1530C,-276.9908145102517,0.0,0.0,-1,1
RE1532M,9.776949278373499,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1533M,9.776949278373358,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1534M,9.776949278373387,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1573M,9.776949278373369,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE1807C,-693.4044362552581,0.0,0.0,-1,1
RE1834C,268.7858171358361,0.0,0.0,1,1
RE1836C,62.1070523271789,0.0,0.0,1,1
RE1860E,0.0,1.0,1.0,0,0
RE1916C,15.587767291493746,0.0,0.0,1,1
RE1919C,-111.46482951247778,0.0,0.0,-1,1
RE1921C,-111.46482951247785,0.0,0.0,-1,1
RE1957R_1,39.19737283134206,0.0,0.0,1,1
RE2030M,484.1329627995283,1.5193815153747912e-52,1.7718397244843222e-52,1,1
RE2078M,120.72237685061084,0.0,0.0,1,1
RE2080C,18.783827560865937,0.0,0.0,1,1
RE2112C,960.7694204298531,6.607762098084648e-199,9.286475208269607e-199,1,1
RE2223M,936.0432960291623,7.052244167683521e-266,1.0401606918273575e-265,1,1
RE2296C,26.518413527097305,0.0,0.0,1,1
RE2327C,527.7302179678428,0.0,0.0,1,1
RE2346C,45.189064440278024,2.038066062230256e-35,2.298457794996775e-35,1,1
RE2349C,-98.9893672646535,0.0,0.0,-1,1
RE2426C,1.0,0.0,0.0,1,1
RE2626M,-1.0,0.0,0.0,-1,1
RE2640C,-374.8336340902166,0.0,0.0,-1,1
RE2649C,-174.67349033304598,1.4009782290842566e-250,2.045321269560031e-250,-1,1
RE2666C_1,14.683784153352788,0.0,0.0,1,1
RE2677C_1,14.683784153352791,0.0,0.0,1,1
RE2992M,9.776949278373447,1.8396077338375514e-25,2.0133046014101957e-25,1,1
RE2998M,454.90791585196956,2.0545862271954644e-21,2.2199978302323876e-21,1,1
RE3010M,1.0,0.0,0.0,1,1
RE3011M,-1.0,0.0,0.0,-1,1
RE3012C,1.0,0.0,0.0,1,1
RE3012M,-1.0,0.0,0.0,-1,1
RE3095C,42.24880613572925,0.0,0.0,1,1
RE3103C,-1.0,0.0,0.0,-1,1
RE3104C,-1.0,0.0,0.0,-1,1
RE3161C,23.313468233141577,4.681876278690443e-148,6.324253125129233e-148,1,1
RE3162C,23.313468233141563,4.681876278690443e-148,6.324253125129233e-148,1,1
RE3163C,23.31346823314157,4.681876278690443e-148,6.324253125129233e-148,1,1
RE3164C,23.313468233141585,4.681876278690443e-148,6.324253125129233e-148,1,1
RE3198C,200.0633526143773,0.0,0.0,1,1
RE3225C,-1.0,0.0,0.0,-1,1
RE3230C,-1.0,0.0,0.0,-1,1
RE3231C,-1.0,0.0,0.0,-1,1
RE3232C,-1.0,0.0,0.0,-1,1
RE3238C,-12.793482292767674,4.9260933239281345e-304,7.437752748957283e-304,-1,1
RE3239C,-31.028109978212065,0.0,0.0,-1,1
RE3268R_1,39.19737283134206,0.0,0.0,1,1
RE3273C_1,1.0,0.0,0.0,1,1
RE3273R_1,-650.9474165844377,0.0,0.0,-1,1
RE3301C_1,-1.0,0.0,0.0,-1,1
RE3346M,-1.0,0.0,0.0,-1,1
RE3352C,-605.7628342507896,0.0,0.0,-1,1
RE3411C_1,45.189064440277996,2.038066062230256e-35,2.298457794996775e-35,1,1
RE3413C,-45.189064440277946,2.038066062230256e-35,2.298457794996775e-35,-1,1
RE3417C_1,45.18906444027786,2.038066062230256e-35,2.298457794996775e-35,1,1
RE3420C_1,-45.18906444027809,2.038066062230256e-35,2.298457794996775e-35,-1,1
RE3430M,-1.0,0.0,0.0,-1,1
RE3432M,-1.0,0.0,0.0,-1,1
RE3434C,-1.0,0.0,0.0,-1,1
RE3435C,-1.0,0.0,0.0,-1,1
RE3436C,-1.0,0.0,0.0,-1,1
RE3437C,-1.0,0.0,0.0,-1,1
RE3475C,8.541861712185717,0.0,0.0,1,1
RE3485C,25.643684312797294,0.0,0.0,1,1
RE3493C,25.64368431279815,0.0,0.0,1,1
RE3520E,0.0,1.0,1.0,0,0
RE3525M,-1.0,0.0,0.0,-1,1
RE3597C,-1.0,0.0,0.0,-1,1
RE3597M,-1.0,0.0,0.0,-1,1
RE3597X,1.0,0.0,0.0,1,1
RE3626M,12.268789068316782,1.4013006374182575e-135,1.8686722619842538e-135,1,1
RE3628M,-32.67058713322542,2.165237789572251e-146,2.9076774295309047e-146,-1,1
RIBt2,83.10040141092111,0.0,0.0,1,1
RNTR3,-0.1778612492680806,0.0,0.0,0,0
RNTR4,666.2772591260672,0.0,0.0,1,1
RPEc,63.93468704453409,0.0,0.0,1,1
RTOTAL2t,-1.0,0.0,0.0,-1,1
RTOTAL3CRNCPT1,0.0,1.0,1.0,0,0
RTOTALt,-1.0,0.0,0.0,-1,1
R_group_phosphotase_1,-1.0,0.0,0.0,-1,1
R_group_phosphotase_2,-1.0,0.0,0.0,-1,1
S23T2g,1.4917792462202615,0.0,0.0,1,1
S23T4g,1.3705646829458074,0.0,0.0,1,1
S2T4g,1.174008070531444,0.0,0.0,1,1
S3T1g,1.174008070531447,0.0,0.0,1,1
S3T2g,1.1740080705314424,0.0,0.0,1,1
S3T3g,1.174008070531472,0.0,0.0,1,1
S6T16g,1.3705646829458078,0.0,0.0,1,1
S6T17g,1.3705646829458074,0.0,0.0,1,1
S6T18g,1.3705646829458076,0.0,0.0,1,1
S6T1g,1.4917792462202437,0.0,0.0,1,1
S6T25g,1.1740080705314435,0.0,0.0,1,1
S6T2g,1.4917792462202584,0.0,0.0,1,1
S6T3g,1.4917792462202628,0.0,0.0,1,1
SACCD4m,-1.0,0.0,0.0,-1,1
SACCRP_Lte,-1.0,0.0,0.0,-1,1
SACCRP_Ltm,1.0,0.0,0.0,1,1
SADT,37.35891278722889,0.0,0.0,1,1
SERDGLNexR,-78.629913237145,2.396619961945673e-168,3.3014662741088355e-168,-1,1
SERDGLYexR,-318.19801465174993,1.2990993761208528e-60,1.5399964195234285e-60,-1,1
SERD_L,233.27654969408385,0.00034775170271509687,0.0003590149157585008,1,1
SERt2r,-1.0,0.0,0.0,-1,1
SERtN1,1.0,0.0,0.0,1,1
SERtp,-1.0,0.0,0.0,-1,1
SIAT4Bg,2.56210827082389,0.0,0.0,1,1
SK_25hvitd2_c,1.0,0.0,0.0,1,1
SK_5HPET_c,1.0,0.0,0.0,1,1
SK_Ser_Gly_Ala_X_Gly_r,-1.1740080705315046,0.0,0.0,-1,1
SK_Tyr_ggn_c,1.0,2.0217057490332576e-151,2.7568714759544418e-151,1,1
SK_akg_c,506.82341070558465,0.0,0.0,1,1
SK_ala__L_c,365.35396489057473,0.0,0.0,1,1
SK_arg__L_c,-0.6393242188372383,0.0,0.0,0,0
SK_asn__L_c,-0.5303023982841221,2.2025638207223236e-116,2.8510343872294035e-116,0,0
SK_asp__L_c,-13.117911318663555,2.3731348927723294e-117,3.085747636777618e-117,-1,1
SK_c226coa_c,51.013631684902876,2.9587730366111342e-123,3.858172794899178e-123,1,1
SK_chol_c,214.35864185316888,0.0,0.0,1,1
SK_cholate_c,-691.9018245159062,3.785311998550522e-209,5.382460369686152e-209,-1,1
SK_citr__L_c,219.04025869002544,2.601190983860239e-51,3.022649776181898e-51,1,1
SK_coa_c,-215.36932384612186,4.7346914e-317,7.210429e-317,-1,1
SK_cys__L_c,-488.3537036657423,9.691515433227226e-110,1.241877605765298e-109,-1,1
SK_dchac_c,296.7928217313957,0.0,0.0,1,1
SK_dhcholestanate_c,-693.039652229204,0.0,0.0,-1,1
SK_gchola_c,-268.78581713583094,0.0,0.0,-1,1
SK_gln__L_c,1.9910140766627955,1.2279568309794965e-100,1.5544186029221979e-100,1,1
SK_glu__L_c,41.817720604719995,1.3924815513476377e-193,1.9545841959283356e-193,1,1
SK_gly_c,267.0911266799202,2.3100114408284264e-273,3.431376217929604e-273,1,1
SK_glygn2_c,1.0,0.0,0.0,1,1
SK_hdca_c,-12.083852462173327,3.507557365871638e-232,5.037449408432671e-232,-1,1
SK_his__L_c,352.9323584659635,4.101461018780163e-43,4.704074481809332e-43,1,1
SK_ile__L_c,-0.5606476160349733,2.2025638207223236e-116,2.8510343872294035e-116,0,0
SK_leu__L_c,80.29247804310586,2.2793370374409753e-251,3.340407727284188e-251,1,1
SK_lnlccoa_c,-22.774131856635236,2.2025638207223236e-116,2.8510343872294035e-116,-1,1
SK_lnlncacoa_c,-121.68869583302924,3.1586358285481014e-293,4.747262099880742e-293,-1,1
SK_lnlncgcoa_c,-12.144123526992631,4.148242783943996e-30,4.630455831299354e-30,-1,1
SK_lys__L_c,-1.7020351024994307,0.0,0.0,-1,1
SK_met__L_c,-405.6336131829755,4.101461018780163e-43,4.704074481809332e-43,-1,1
SK_mi145p_c,381.64332478079547,0.0,0.0,1,1
SK_mi14p_c,94.84587952504758,0.0,0.0,1,1
SK_nad_c,-717.4413743311612,1.2990993761208528e-60,1.5399964195234285e-60,-1,1
SK_odecoa_c,659.310444771587,2.2793370374409753e-251,3.340407727284188e-251,1,1
SK_phe__L_c,-30.033761378424757,0.0,0.0,-1,1
SK_pmtcoa_c,-1.0,3.476699126770538e-269,5.147757739315087e-269,-1,1
SK_pro__L_c,-1.1365688658414195,2.2025638207223236e-116,2.8510343872294035e-116,-1,1
SK_pydx_c,-107.74008931889173,2.6573756410355674e-90,3.3144984218351235e-90,-1,1
SK_ser__L_c,90.66247118789562,1.3529081395435592e-72,1.6350311639033536e-72,1,1
SK_stcoa_c,342.06714745091836,0.0,0.0,1,1
SK_thf_c,118.30470122765001,0.0,0.0,1,1
SK_thr__L_c,-0.6818917968685052,2.2025638207223236e-116,2.8510343872294035e-116,0,0
SK_tmndnc_c,-46.311288887008,0.0,0.0,-1,1
SK_tmndnccoa_c,-542.8364674740332,1.2241554841493768e-136,1.6333935093737324e-136,-1,1
SK_trp__L_c,-60.86890283767391,0.0,0.0,-1,1
SK_tyr__L_c,-263.63094385957675,0.0,0.0,-1,1
SK_val__L_c,-0.8637808498136864,2.2025638207223236e-116,2.8510343872294035e-116,-1,1
SK_xol7ah3_c,693.0396522292158,0.0,0.0,1,1
SMOX,39.68273908019958,2.968800778577628e-96,3.7272416777000307e-96,1,1
SMS,22.090111008906522,0.0,0.0,1,1
SMS1,8.44479517934539,0.0,0.0,1,1
SMS10,21.30559739110514,0.0,0.0,1,1
SMS11,14.289126253261038,0.0,0.0,1,1
SMS12,8.079528445634534,0.0,0.0,1,1
SMS13,14.660598565671364,0.0,0.0,1,1
SMS14,8.952391710317304,0.0,0.0,1,1
SMS15,15.441039208590759,0.0,0.0,1,1
SMS16,8.845292476382888,0.0,0.0,1,1
SMS2,7.92647463307916,0.0,0.0,1,1
SMS3,11.647712227870205,0.0,0.0,1,1
SMS4,11.8465813297701,0.0,0.0,1,1
SMS5,13.07324684728045,0.0,0.0,1,1
SMS6,10.35091658349703,0.0,0.0,1,1
SMS7,7.101678313496306,0.0,0.0,1,1
SMS8,16.483890066351336,0.0,0.0,1,1
SMS9,7.57930448242255,0.0,0.0,1,1
SO4t4_2,-887.2959791321557,0.0,0.0,-1,1
SO4t_e,-44.60693244267523,0.0,0.0,-1,1
SOAT12,732.2365273502962,6.283426277106529e-233,9.03537801125281e-233,1,1
SPHMYLN180241_hs_ATPt,14.660598565671338,0.0,0.0,1,1
SPHMYLN18114_hs_ATPt,8.44479517934539,0.0,0.0,1,1
SPHMYLN18115_hs_ATPt,7.92647463307916,0.0,0.0,1,1
SPHMYLN181161_hs_ATPt,11.647712227870212,0.0,0.0,1,1
SPHMYLN18116_hs_ATPt,11.846581329770062,0.0,0.0,1,1
SPHMYLN18117_hs_ATPt,13.073246847280446,0.0,0.0,1,1
SPHMYLN181181_hs_ATPt,7.101678313496299,0.0,0.0,1,1
SPHMYLN18118_hs_ATPt,10.35091658349703,0.0,0.0,1,1
SPHMYLN181201_hs_ATPt,16.483890066351336,0.0,0.0,1,1
SPHMYLN18120_hs_ATPt,7.57930448242255,0.0,0.0,1,1
SPHMYLN18121_hs_ATPt,21.30559739110653,0.0,0.0,1,1
SPHMYLN181221_hs_ATPt,14.289126253261056,0.0,0.0,1,1
SPHMYLN18122_hs_ATPt,8.079528445634532,0.0,0.0,1,1
SPHMYLN18123_hs_ATPt,8.845292476382886,0.0,0.0,1,1
SPHMYLN1824_hs_ATPt,8.9523917103173,0.0,0.0,1,1
SPHMYLN1825_hs_ATPt,15.441039208590787,0.0,0.0,1,1
SPHMYLN_HsATPte,21.950327711917296,0.0,0.0,1,1
SPHS1Pt2e,19.47164774360073,0.0,0.0,1,1
SPHS1Pte,-19.47164774360073,0.0,0.0,-1,1
SPMDtex2,39.682739080199994,2.968800778577628e-96,3.7272416777000307e-96,1,1
SPODM,157.6132341526007,0.0014488954599620356,0.0014917968060174393,1,1
SPODMm,278.19951715896383,7.175492688065991e-99,9.048217428083214e-99,1,1
SPODMx,40.199054064196915,0.0,0.0,1,1
SPRMt2i,39.682739080199745,2.968800778577628e-96,3.7272416777000307e-96,1,1
SPTc,-1.0,0.0,0.0,-1,1
SPTix,-1.0,0.0,0.0,-1,1
SRTNENT4tc,-271.5825714022801,0.0,0.0,-1,1
SRTNt6_2_r,102.1183600073136,4.681876278690443e-148,6.324253125129233e-148,1,1
SSALxm,1.0,0.0,0.0,1,1
ST3GAL21g,2.2914138998269453,0.0,0.0,1,1
ST3GAL22g,26.81148374867848,0.0,0.0,1,1
ST3GAL23g,3.454813681627293,0.0,0.0,1,1
ST6GALNAC21,2.5621082708239746,0.0,0.0,1,1
ST8SIA52g,3.4548136816272845,0.0,0.0,1,1
ST8SIA54g,2.291413899826948,0.0,0.0,1,1
STCRNtr,-2.757712626416981,3.1690847643253713e-32,3.556503439670771e-32,-1,1
STRDNCCOAtxc,48.85473999200121,0.0,0.0,1,1
STRDNCCPT1,44.23034678560127,5.984549534676681e-59,7.06509320065997e-59,1,1
STRDNCCPT2,-12.652298608090902,1.245206459472452e-308,1.8887963149301235e-308,-1,1
